traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
五華,五华,Wu3 hua2],Wuhua county in Meizhou 梅州 Guangdong,Wuhua district of Kunming city 昆明市[Kun1 ming2 shi4] Yunnan,,,,,,,,,,,,,,,,
五華區,五华区,Wu3 hua2 qu1],Wuhua district of Kunming city 昆明市[Kun1 ming2 shi4] Yunnan,,,,,,,,,,,,,,,,,
五華縣,五华县,Wu3 hua2 xian4],Wuhua county in Meizhou 梅州 Guangdong,,,,,,,,,,,,,,,,,
五葷,五荤,wu3 hun1],(Buddhism etc) the five forbidden pungent vegetables: leek scallion garlic rape and coriander,,,,,,,,,,,,,,,,,
五蓮,五莲,Wu3 lian2],Wulian county in Rizhao 日照[Ri4 zhao4] Shandong,,,,,,,,,,,,,,,,,
五蓮縣,五莲县,Wu3 lian2 xian4],Wulian county in Rizhao 日照[Ri4 zhao4] Shandong,,,,,,,,,,,,,,,,,
五蘊,五蕴,wu3 yun4],"the Five Aggregates (from Sanskrit ""skandha"") (Buddhism)",,,,,,,,,,,,,,,,,
五虎將,五虎将,Wu3 hu3 jiang4],Liu Bei's five great generals in Romance of the Three Kingdoms namely: Guan Yu 關羽|关羽 Zhang Fei 張飛|张飞 Zhao Yun 趙雲|赵云 Ma Chao 馬超|马超 Huang Zhong 黃忠|黄忠,,,,,,,,,,,,,,,,,
五號,五号,wu3 hao4],the fifth,fifth day of a month,,,,,,,,,,,,,,,,
五號電池,五号电池,wu3 hao4 dian4 chi2],AA battery (PRC),Taiwan equivalent: 三號電池|三号电池,,,,,,,,,,,,,,,,
五行,五行,wu3 xing2],five phases of Chinese philosophy: wood 木 fire 火 earth 土 metal 金 water 水,,,,,,,,,,,,,,,,,
五行八作,五行八作,wu3 hang2 ba1 zuo1],all the trades,people of all trades and professions,,,,,,,,,,,,,,,,
五角,五角,wu3 jiao3],pentagon,,,,,,,,,,,,,,,,,
五角場,五角场,Wu3 jiao3 chang3],Wujiaochang neighborhood of Shanghai adjacent to Fudan University,,,,,,,,,,,,,,,,,
五角大樓,五角大楼,Wu3 jiao3 Da4 lou2],the Pentagon,,,,,,,,,,,,,,,,,
五角形,五角形,wu3 jiao3 xing2],pentagon,,,,,,,,,,,,,,,,,
五角星,五角星,wu3 jiao3 xing1],pentagram,,,,,,,,,,,,,,,,,
五言絕句,五言绝句,wu3 yan2 jue2 ju4],poetic form consisting of four lines of five syllables with rhymes on first second and fourth line,,,,,,,,,,,,,,,,,
五講四美三熱愛,五讲四美三热爱,wu3 jiang3 si4 mei3 san1 re4 ai4],the five emphases four beauties and three loves (PRC policy introduced in 1981 including emphasis on manners beauty of language and love of socialism),,,,,,,,,,,,,,,,,
五辛,五辛,wu3 xin1],see 五葷|五荤[wu3 hun1],,,,,,,,,,,,,,,,,
五通橋,五通桥,Wu3 tong1 qiao2],Wutongqiao district of Leshan city 樂山市|乐山市[Le4 shan1 shi4] Sichuan,,,,,,,,,,,,,,,,,
五通橋區,五通桥区,Wu3 tong1 qiao2 qu1],Wutongqiao district of Leshan city 樂山市|乐山市[Le4 shan1 shi4] Sichuan,,,,,,,,,,,,,,,,,
五道口,五道口,Wu3 dao4 kou3],Wudaokou neighborhood of Beijing,,,,,,,,,,,,,,,,,
五邊形,五边形,wu3 bian1 xing2],pentagon,,,,,,,,,,,,,,,,,
五金,五金,wu3 jin1],metal hardware (nuts and bolts),the five metals: gold silver copper iron and tin 金銀銅鐵錫|金银铜铁锡,,,,,,,,,,,,,,,,
五金店,五金店,wu3 jin1 dian4],hardware store,ironmonger's store,,,,,,,,,,,,,,,,
五金店鋪,五金店铺,wu3 jin1 dian4 pu4],hardware store,,,,,,,,,,,,,,,,,
五院,五院,wu3 yuan4],Five yuan or courts that formed the government of the Republic of China under Sun Yat-sen's constitution namely: 行政院[xing2 zheng4 yuan4] Executive yuan 立法院[li4 fa3 yuan4] Legislative yuan 司法院[si1 fa3 yuan4] Judicial yuan 考試院|考试院[kao3 shi4 yuan4] Examination yuan 監察院|监察院[jian1 cha2 yuan4] Control yuan,,,,,,,,,,,,,,,,,
五霸,五霸,Wu3 ba4],the Five Hegemons of the Spring and Autumn Period 春秋[Chun1 qiu1],,,,,,,,,,,,,,,,,
五音,五音,wu3 yin1],five notes of pentatonic scale roughly do re mi sol la,five classes of initial consonants of Chinese phonetics namely: 喉音[hou2 yin1] 牙音[ya2 yin1] 舌音[she2 yin1] 齒音|齿音[chi3 yin1] 唇音[chun2 yin1],,,,,,,,,,,,,,,,
五音不全,五音不全,wu3 yin1 bu4 quan2],tone deaf,unable to sing in tune,,,,,,,,,,,,,,,,
五音度,五音度,wu3 yin1 du4],fifth (musical interval),,,,,,,,,,,,,,,,,
五項全能,五项全能,wu3 xiang4 quan2 neng2],pentathlon,,,,,,,,,,,,,,,,,
五顏六色,五颜六色,wu3 yan2 liu4 se4],multi-colored,every color under the sun,,,,,,,,,,,,,,,,
五香,五香,wu3 xiang1],five spice seasoned,incorporating the five basic flavors of Chinese cooking (sweet sour bitter savory salty),,,,,,,,,,,,,,,,
五香粉,五香粉,wu3 xiang1 fen3],five spices powder,,,,,,,,,,,,,,,,,
五體投地,五体投地,wu3 ti3 tou2 di4],to prostrate oneself in admiration (idiom); to adulate sb,,,,,,,,,,,,,,,,,
五鬼,五鬼,wu3 gui3],five chief demons of folklore personifying pestilence,also written 五瘟神,,,,,,,,,,,,,,,,
五鬼鬧判,五鬼闹判,wu3 gui3 nao4 pan4],Five ghosts mock the judge or Five ghosts resist judgment (title of folk opera idiom); important personage mobbed by a crowd of ne'er-do-wells,,,,,,,,,,,,,,,,,
井,井,Jing3],Jing one of the 28 constellations of Chinese astronomy,surname Jing,,,,,,,,,,,,,,,,
井,井,jing3],a well,CL:口[kou3],neat,orderly,,,,,,,,,,,,,,
井上,井上,Jing3 shang4],"Inoue (Japanese surname pr. ""ee-no-oo-ay"")",,,,,,,,,,,,,,,,,
井下,井下,jing3 xia4],underground,in the pit (mining),,,,,,,,,,,,,,,,
井井,井井,jing3 jing3],orderly,tidy,,,,,,,,,,,,,,,,
井井有條,井井有条,jing3 jing3 you3 tiao2],everything clear and orderly (idiom); neat and tidy,,,,,,,,,,,,,,,,,
井口,井口,jing3 kou3],entrance to mine,,,,,,,,,,,,,,,,,
井噴,井喷,jing3 pen1],(oil) blowout,surge,gush,,,,,,,,,,,,,,,
井字棋,井字棋,jing3 zi4 qi2],tic-tac-toe,,,,,,,,,,,,,,,,,
井岡山,井冈山,Jing3 gang1 Shan1],Jinggang Mountains in the Jiangxi-Hunan border region,,,,,,,,,,,,,,,,,
井岡山,井冈山,Jing3 gang1 shan1],Jinggangshan county level city in Ji'an 吉安 Jiangxi,,,,,,,,,,,,,,,,,
井岡山市,井冈山市,Jing3 gang1 shan1 shi4],Jinggangshan county level city in Ji'an 吉安 Jiangxi,,,,,,,,,,,,,,,,,
井底之蛙,井底之蛙,jing3 di3 zhi1 wa1],the frog at the bottom of the well (idiom),fig. a person of limited outlook and experience,,,,,,,,,,,,,,,,
井水不犯河水,井水不犯河水,jing3 shui3 bu4 fan4 he2 shui3],everyone minds their own business,,,,,,,,,,,,,,,,,
井然,井然,jing3 ran2],tidy methodical,,,,,,,,,,,,,,,,,
井然有序,井然有序,jing3 ran2 you3 xu4],everything clear and in good order (idiom); neat and tidy,,,,,,,,,,,,,,,,,
井田,井田,jing3 tian2],the well-field system of ancient China,,,,,,,,,,,,,,,,,
井田制,井田制,jing3 tian2 zhi4],well-field system,,,,,,,,,,,,,,,,,
井研,井研,Jing3 yan2],Jingwan county in Leshan 樂山|乐山[Le4 shan1] Sichuan,,,,,,,,,,,,,,,,,
井研縣,井研县,Jing3 yan2 xian4],Jingwan county in Leshan 樂山|乐山[Le4 shan1] Sichuan,,,,,,,,,,,,,,,,,
井號,井号,jing3 hao4],number sign # (punctuation),hash symbol,pound sign,,,,,,,,,,,,,,,
井蛙之見,井蛙之见,jing3 wa1 zhi1 jian4],the view of a frog in a well (idiom); fig. a narrow view,,,,,,,,,,,,,,,,,
井陘,井陉,Jing3 xing2],Jingxing county in Shijiazhuang 石家莊|石家庄[Shi2 jia1 zhuang1] Hebei,,,,,,,,,,,,,,,,,
井陘礦,井陉矿,Jing3 xing2 kuang4],Jingxingkuang District of Shijiazhuang City 石家莊市|石家庄市[Shi2 jia1 zhuang1 Shi4] Hebei,,,,,,,,,,,,,,,,,
井陘礦區,井陉矿区,Jing3 xing2 kuang4 Qu1],Jingxingkuang District of Shijiazhuang City 石家莊市|石家庄市[Shi2 jia1 zhuang1 Shi4] Hebei,,,,,,,,,,,,,,,,,
井陘縣,井陉县,Jing3 xing2 xian4],Jingxing county in Shijiazhuang 石家莊|石家庄[Shi2 jia1 zhuang1] Hebei,,,,,,,,,,,,,,,,,
亖,亖,si4],old variant of 四[si4],,,,,,,,,,,,,,,,,
亙,亘,gen4],extending all the way across,running all the way through,,,,,,,,,,,,,,,,
亙古,亘古,gen4 gu3],throughout time,from ancient times (up to the present),,,,,,,,,,,,,,,,
亙古不變,亘古不变,gen4 gu3 bu4 bian4],unchanging since times immemorial (idiom),unalterable,unvarying,monotonous,,,,,,,,,,,,,,
亙古未有,亘古未有,gen4 gu3 wei4 you3],unprecedented,never seen since ancient times,,,,,,,,,,,,,,,,
亙古通今,亘古通今,gen4 gu3 tong1 jin1],from ancient times up to now,throughout history,,,,,,,,,,,,,,,,
些,些,xie1],some,few,several,measure word indicating a small amount or small number (greater than 1),,,,,,,,,,,,,,
些許,些许,xie1 xu3],a few,a little,a bit,,,,,,,,,,,,,,,
亜,亜,ya4],Japanese variant of 亞|亚,,,,,,,,,,,,,,,,,
亝,亝,qi2],old variant of 齊|齐[qi2],,,,,,,,,,,,,,,,,
亝,斋,zhai1],old variant of 齋|斋[zhai1],,,,,,,,,,,,,,,,,
亞,亚,ya4],Asia,Asian,second,next to,inferior,sub-,Taiwan pr. [ya3],,,,,,,,,,,
亞丁,亚丁,Ya4 ding1],Aden,,,,,,,,,,,,,,,,,
亞丁灣,亚丁湾,Ya4 ding1 Wan1],Gulf of Aden,,,,,,,,,,,,,,,,,
亞伯,亚伯,Ya4 bo2],Abe (short form for Abraham),Abel a figure of Jewish Christian and Muslim mythologies,,,,,,,,,,,,,,,,
亞伯拉罕,亚伯拉罕,Ya4 bo2 la1 han3],Abraham (name),Abraham father of Judaism and Islam in the Bible and Quran,same as Ibrahim 易卜拉辛,,,,,,,,,,,,,,,
亞伯氏症,亚伯氏症,Ya4 bo2 shi4 zheng4],Apert syndrome,,,,,,,,,,,,,,,,,
亞們,亚们,Ya4 men5],Amon (son of Manasseh),,,,,,,,,,,,,,,,,
亞倫,亚伦,Ya4 lun2],Aaron (name),Yaren capital of Nauru,,,,,,,,,,,,,,,,
亞健康,亚健康,ya4 jian4 kang1],sub-health (borderline state between health and disease),,,,,,,,,,,,,,,,,
亞克力,亚克力,ya4 ke4 li4],acrylic (loanword),see also 壓克力|压克力[ya1 ke4 li4],,,,,,,,,,,,,,,,
亞利安娜,亚利安娜,Ya4 li4 an1 na4],Ariane (French space rocket),,,,,,,,,,,,,,,,,
亞利桑納州,亚利桑纳州,Ya4 li4 sang1 na4 zhou1],state of Arizona,,,,,,,,,,,,,,,,,
亞利桑那,亚利桑那,Ya4 li4 sang1 na4],Arizona,,,,,,,,,,,,,,,,,
亞利桑那州,亚利桑那州,Ya4 li4 sang1 na4 zhou1],Arizona,,,,,,,,,,,,,,,,,
亞努科維奇,亚努科维奇,Ya4 nu3 ke1 wei2 qi2],Viktor Feyedov Yanukovych (1950-) Ukrainian politician,,,,,,,,,,,,,,,,,
亞原子,亚原子,ya4 yuan2 zi3],sub-atomic,,,,,,,,,,,,,,,,,
亞哈,亚哈,Ya4 ha1],Ahab (9th c. BC) King of Israel son of Omri and husband of Jezebel prominent figure in 1 Kings 16-22,,,,,,,,,,,,,,,,,
亞哈斯,亚哈斯,Ya4 ha1 si1],Ahaz (son of Jotham),,,,,,,,,,,,,,,,,
亞喀巴,亚喀巴,Ya4 ka1 ba1],Aqaba (port city in Jordan),,,,,,,,,,,,,,,,,
亞單位,亚单位,ya4 dan1 wei4],sub-unit,,,,,,,,,,,,,,,,,
亞塞拜然,亚塞拜然,Ya4 se4 bai4 ran2],Azerbaijan (Tw),,,,,,,,,,,,,,,,,
亞太,亚太,Ya4 Tai4],Asia-Pacific,,,,,,,,,,,,,,,,,
亞太區,亚太区,Ya4 Tai4 qu1],Asian area,the Far East,Asia Pacific region,,,,,,,,,,,,,,,
亞太經合會,亚太经合会,Ya4 Tai4 jing1 he2 hui4],APEC (Asia Pacific economic cooperation),,,,,,,,,,,,,,,,,
亞太經合組織,亚太经合组织,Ya4 Tai4 Jing1 He2 Zu3 zhi1],APEC (organization),,,,,,,,,,,,,,,,,
亞太經濟合作組織,亚太经济合作组织,Ya4 Tai4 Jing1 ji4 He2 zuo4 Zu3 zhi1],Asian-Pacific Economic Cooperation organization,APEC,,,,,,,,,,,,,,,,
亞巴郎,亚巴郎,Ya4 ba1 lang2],Abraham (name),,,,,,,,,,,,,,,,,
亞平寧,亚平宁,Ya4 ping2 ning4],Apennine (Mountains),,,,,,,,,,,,,,,,,
亞庇,亚庇,Ya4 bi4],Kota Kinabalu (capital of Sabah state Malaysia),,,,,,,,,,,,,,,,,
亞弗烈,亚弗烈,Ya4 fu2 lie4],Alfred (name),,,,,,,,,,,,,,,,,
亞得里亞海,亚得里亚海,Ya4 de2 li3 ya4 Hai3],Adriatic Sea,,,,,,,,,,,,,,,,,
亞急性,亚急性,ya4 ji2 xing4],subacute,,,,,,,,,,,,,,,,,
亞所,亚所,Ya4 suo3],Azor (son of Eliakim and father of Zadok in Matthew 1:13-14),,,,,,,,,,,,,,,,,
亞拉巴馬,亚拉巴马,Ya4 la1 ba1 ma3],Alabama US state,,,,,,,,,,,,,,,,,
亞拉巴馬州,亚拉巴马州,Ya4 la1 ba1 ma3 zhou1],Alabama US state,,,,,,,,,,,,,,,,,
亞撒,亚撒,Ya4 sa1],Asa (?-870 BC) third king of Judah and fifth king of the House of David (Judaism),,,,,,,,,,,,,,,,,
亞文化,亚文化,ya4 wen2 hua4],subculture,,,,,,,,,,,,,,,,,
亞斯伯格,亚斯伯格,Ya4 si1 bo2 ge2],see 阿斯佩爾格爾|阿斯佩尔格尔[A1 si1 pei4 er3 ge2 er3],,,,,,,,,,,,,,,,,
亞曼牙,亚曼牙,Ya4 man4 ya2],Yamanya township in Shule county Kashgar Xinjiang,,,,,,,,,,,,,,,,,
亞曼牙鄉,亚曼牙乡,Ya4 man4 ya2 xiang1],Yamanya township in Shule county Kashgar Xinjiang,,,,,,,,,,,,,,,,,
亞東,亚东,Ya4 dong1],Yadong county Tibetan: Gro mo rdzong in Shigatse prefecture Tibet,,,,,,,,,,,,,,,,,
亞東縣,亚东县,Ya4 dong1 xian4],Yadong county Tibetan: Gro mo rdzong in Shigatse prefecture Tibet,,,,,,,,,,,,,,,,,
亞松森,亚松森,Ya4 song1 sen1],Asunción capital of Paraguay,,,,,,,,,,,,,,,,,
亞格門農,亚格门农,Ya4 ge2 men2 nong2],Agamemnon,,,,,,,,,,,,,,,,,
亞歐,亚欧,Ya4 Ou1],see 歐亞|欧亚[Ou1 Ya4],,,,,,,,,,,,,,,,,
亞歐大陸,亚欧大陆,Ya4 ou1 da4 lu4],Eurasian continent,,,,,,,,,,,,,,,,,
亞歐大陸橋,亚欧大陆桥,ya4 ou1 da4 lu4 qiao2],New Asia-Europe Land Bridge,rail line from China through Central Asia to Europe,,,,,,,,,,,,,,,,
亞歐大陸腹地,亚欧大陆腹地,Ya4 ou1 da4 lu4 fu4 di4],Eurasian hinterland (i.e. Central Asia including Xinjiang),,,,,,,,,,,,,,,,,
亞歷山大,亚历山大,Ya4 li4 shan1 da4],Alexander (name),Alexandria (town name),,,,,,,,,,,,,,,,
亞歷山大·杜布切克,亚历山大·杜布切克,Ya4 li4 shan1 da4 · Du4 bu4 qie1 ke4],Alexander Dubček (1921-1992) leader of Czechoslovakia (1968-1969),,,,,,,,,,,,,,,,,
亞歷山大大帝,亚历山大大帝,Ya4 li4 shan1 da4 Da4 di4],Alexander the Great (356-323 BC),,,,,,,,,,,,,,,,,
亞歷山大里亞,亚历山大里亚,Ya4 li4 shan1 da4 li3 ya4],Alexandria,,,,,,,,,,,,,,,,,
亞歷山大鸚鵡,亚历山大鹦鹉,Ya4 li4 shan1 da4 ying1 wu3],(bird species of China) Alexandrine parakeet (Psittacula eupatria),,,,,,,,,,,,,,,,,
亞比利尼,亚比利尼,Ya4 bi3 li4 ni2],Abilene,,,,,,,,,,,,,,,,,
亞比玉,亚比玉,Ya4 bi3 yu4],Abiud (son of Zerubbabel),,,,,,,,,,,,,,,,,
亞氏保加,亚氏保加,Ya4 shi4 bao3 jia1],see 阿斯佩爾格爾|阿斯佩尔格尔[A1 si1 pei4 er3 ge2 er3],,,,,,,,,,,,,,,,,
亞洲,亚洲,Ya4 zhou1],Asia,abbr. for 亞細亞洲|亚细亚洲[Ya4 xi4 ya4 Zhou1],,,,,,,,,,,,,,,,
亞洲周刊,亚洲周刊,Ya4 zhou1 Zhou1 kan1],Asiaweek (current affairs magazine),,,,,,,,,,,,,,,,,
亞洲太平洋地區,亚洲太平洋地区,Ya4 zhou1 Tai4 ping2 yang2 di4 qu1],Asia-Pacific region,,,,,,,,,,,,,,,,,
亞洲杯,亚洲杯,Ya4 zhou1 bei1],Asian cup,,,,,,,,,,,,,,,,,
亞洲漠地林鶯,亚洲漠地林莺,Ya4 zhou1 mo4 di4 lin2 ying1],(bird species of China) Asian desert warbler (Sylvia nana),,,,,,,,,,,,,,,,,
亞洲盃,亚洲杯,Ya4 zhou1 bei1],Asian cup,,,,,,,,,,,,,,,,,
亞洲短趾百靈,亚洲短趾百灵,Ya4 zhou1 duan3 zhi3 bai3 ling2],(bird species of China) Asian short-toed lark (Alaudala cheleensis),,,,,,,,,,,,,,,,,
亞洲綬帶,亚洲绶带,Ya4 zhou1 shou4 dai4],(bird species of China) Asian paradise flycatcher (Terpsiphone paradisi),also called 壽帶|寿带[shou4 dai4],,,,,,,,,,,,,,,,
亞洲與太平洋,亚洲与太平洋,Ya4 zhou1 yu3 Tai4 ping2 yang2],Asia-Pacific,,,,,,,,,,,,,,,,,
亞洲與太平洋地區,亚洲与太平洋地区,Ya4 zhou1 yu3 Tai4 ping2 yang2 di4 qu1],Asia-Pacific region,,,,,,,,,,,,,,,,,
亞洲足球聯合會,亚洲足球联合会,Ya4 zhou1 Zu2 qiu2 Lian2 he2 hui4],Asian Football Confederation,,,,,,,,,,,,,,,,,
亞洲開發銀行,亚洲开发银行,Ya4 zhou1 Kai1 fa1 Yin2 hang2],Asian Development Bank,,,,,,,,,,,,,,,,,
亞熱帶,亚热带,ya4 re4 dai4],subtropical (zone or climate),,,,,,,,,,,,,,,,,
亞父,亚父,ya4 fu4],(term of respect) second only to father,like a father (to me),,,,,,,,,,,,,,,,
亞爾發和奧米加,亚尔发和奥米加,ya4 er3 fa1 he2 ao4 mi3 jia1],Alpha and Omega,,,,,,,,,,,,,,,,,
亞特蘭大,亚特兰大,Ya4 te4 lan2 da4],Atlanta,,,,,,,,,,,,,,,,,
亞琛,亚琛,Ya4 chen1],Aachen city in Nordrhein-Westfalen Germany,Aix-la-Chapelle,,,,,,,,,,,,,,,,
亞瑟,亚瑟,Ya4 se4],Arthur (name),,,,,,,,,,,,,,,,,
亞瑟士,亚瑟士,Ya4 se4 shi4],ASICS (Japanese footwear brand),,,,,,,,,,,,,,,,,
亞瑟王,亚瑟王,Ya4 se4 wang2],King Arthur,,,,,,,,,,,,,,,,,
亞界,亚界,ya4 jie4],subkingdom (taxonomy),,,,,,,,,,,,,,,,,
亞當,亚当,Ya4 dang1],Adam,,,,,,,,,,,,,,,,,
亞當·斯密,亚当·斯密,Ya4 dang1 · Si1 mi4],Adam Smith (1723-1790) Scottish ethical philosopher and pioneer economist author of The Wealth of Nations 國富論|国富论,,,,,,,,,,,,,,,,,
亞當斯,亚当斯,Ya4 dang1 si1],Adams,,,,,,,,,,,,,,,,,
亞當斯敦,亚当斯敦,Ya4 dang1 si1 dun1],Adamstown capital of the Pitcairn Islands,,,,,,,,,,,,,,,,,
亞的斯亞貝巴,亚的斯亚贝巴,Ya4 di4 si1 Ya4 bei4 ba1],Addis Ababa capital of Ethiopia,,,,,,,,,,,,,,,,,
亞目,亚目,ya4 mu4],suborder (taxonomy),,,,,,,,,,,,,,,,,
亞砷,亚砷,ya4 shen1],arsenous,,,,,,,,,,,,,,,,,
亞砷酸,亚砷酸,ya4 shen1 suan1],arsenous acid,,,,,,,,,,,,,,,,,
亞硝酸,亚硝酸,ya4 xiao1 suan1],nitrous acid,,,,,,,,,,,,,,,,,
亞硝酸異戊酯,亚硝酸异戊酯,ya4 xiao1 suan1 yi4 wu4 zhi3],amyl nitrite,,,,,,,,,,,,,,,,,
亞硝酸鈉,亚硝酸钠,ya4 xiao1 suan1 na4],sodium nitrite,,,,,,,,,,,,,,,,,
亞硝酸鹽,亚硝酸盐,ya4 xiao1 suan1 yan2],nitrite,,,,,,,,,,,,,,,,,
亞硫酸,亚硫酸,ya4 liu2 suan1],sulfurous acid H2SO3,,,,,,,,,,,,,,,,,
亞科,亚科,ya4 ke1],subfamily (taxonomy),,,,,,,,,,,,,,,,,
亞種,亚种,ya4 zhong3],subspecies (taxonomy),,,,,,,,,,,,,,,,,
亞穆蘇克羅,亚穆苏克罗,Ya4 mu4 su1 ke4 luo2],Yamoussoukro (city in the Ivory Coast),,,,,,,,,,,,,,,,,
亞符號模型,亚符号模型,ya4 fu2 hao4 mo2 xing2],subsymbolic model,,,,,,,,,,,,,,,,,
亞米拿達,亚米拿达,Ya4 mi3 na2 da2],Amminadab (son of Ram),,,,,,,,,,,,,,,,,
亞純,亚纯,ya4 chun2],meromorphic (math.),,,,,,,,,,,,,,,,,
亞細亞,亚细亚,Ya4 xi4 ya4],Asia,,,,,,,,,,,,,,,,,
亞細亞洲,亚细亚洲,Ya4 xi4 ya4 Zhou1],Asia,abbr. to 亞洲|亚洲[Ya4 zhou1],,,,,,,,,,,,,,,,
亞綱,亚纲,ya4 gang1],subclass (taxonomy),,,,,,,,,,,,,,,,,
亞羅士打,亚罗士打,Ya4 luo2 shi4 da3],Alor Star city capital of Kedah state in northwest Malaysia,,,,,,,,,,,,,,,,,
亞羅號,亚罗号,Ya4 luo2 Hao4],the Arrow (a Hong Kong registered ship involved in historical incident in 1856 used as pretext for the second Opium War),,,,,,,,,,,,,,,,,
亞羅號事件,亚罗号事件,Ya4 luo2 Hao4 Shi4 jian4],the Arrow Incident of 1856 (used as pretext for the second Opium War),,,,,,,,,,,,,,,,,
亞美利加,亚美利加,Ya4 mei3 li4 jia1],America,,,,,,,,,,,,,,,,,
亞美利加洲,亚美利加洲,Ya4 mei3 li4 jia1 Zhou1],America,abbr. to 美洲[Mei3 zhou1],,,,,,,,,,,,,,,,
亞美尼亞,亚美尼亚,Ya4 mei3 ni2 ya4],Armenia capital Yerevan 埃里溫|埃里温[Ai1 li3 wen1],,,,,,,,,,,,,,,,,
亞聖,亚圣,ya4 sheng4],Second Sage traditional title of Mencius 孟子[Meng4 zi3] in Confucian studies,,,,,,,,,,,,,,,,,
亞臨界,亚临界,ya4 lin2 jie4],subcritical,,,,,,,,,,,,,,,,,
亞蘭,亚兰,Ya4 lan2],Ram (son of Hezron),,,,,,,,,,,,,,,,,
亞裔,亚裔,Ya4 yi4],of Asian descent,,,,,,,,,,,,,,,,,
亞西爾·阿拉法特,亚西尔·阿拉法特,Ya4 xi1 er3 · A1 la1 fa3 te4],Mohammed Abdel Rahman Abdel Raouf Arafat al-Qudwa al-Husseini (1929-2004) Palestinian leader popularly known as Yasser Arafat,,,,,,,,,,,,,,,,,
亞該亞,亚该亚,Ya4 gai1 ya4],Achaia,,,,,,,,,,,,,,,,,
亞足聯,亚足联,Ya4 Zu2 Lian2],Asian Football Confederation,abbr. for 亞洲足球聯合會|亚洲足球联合会[Ya4 zhou1 Zu2 qiu2 Lian2 he2 hui4],,,,,,,,,,,,,,,,
亞軍,亚军,ya4 jun1],second place (in a sports contest),runner-up,,,,,,,,,,,,,,,,
亞速海,亚速海,Ya4 su4 Hai3],Sea of Azov in southern Russia,,,,,,,,,,,,,,,,,
亞速爾群島,亚速尔群岛,Ya4 su4 er3 Qun2 dao3],Azores Islands,,,,,,,,,,,,,,,,,
亞運,亚运,Ya4 yun4],Asian Games,,,,,,,,,,,,,,,,,
亞運會,亚运会,Ya4 yun4 hui4],Asian Games,,,,,,,,,,,,,,,,,
亞運村,亚运村,Ya4 yun4 cun1],Yayuncun neighborhood of Beijing,,,,,,,,,,,,,,,,,
亞達薛西,亚达薛西,Ya4 da2 xue1 xi1],Artaxerxes,,,,,,,,,,,,,,,,,
亞里士多德,亚里士多德,Ya4 li3 shi4 duo1 de2],Aristotle (384-322 BC) Greek philosopher,,,,,,,,,,,,,,,,,
亞里斯多德,亚里斯多德,Ya4 li3 si1 duo1 de2],Aristotle (philosopher),,,,,,,,,,,,,,,,,
亞金,亚金,Ya4 jin1],Achim (son of Zadok in Matthew 1:14),,,,,,,,,,,,,,,,,
亞鐵,亚铁,ya4 tie3],ferrous,,,,,,,,,,,,,,,,,
亞門,亚门,ya4 men2],subdivision,subphylum (taxonomy),,,,,,,,,,,,,,,,
亞非拉,亚非拉,Ya4 Fei1 La1],Asia Africa and Latin America,,,,,,,,,,,,,,,,,
亞音節單位,亚音节单位,ya4 yin1 jie2 dan1 wei4],sub-syllabic unit,,,,,,,,,,,,,,,,,
亞類,亚类,ya4 lei4],subtype,subclass,,,,,,,,,,,,,,,,
亞馬孫,亚马孙,Ya4 ma3 sun1],Amazon,,,,,,,,,,,,,,,,,
亞馬孫河,亚马孙河,Ya4 ma3 sun1 He2],Amazon River,,,,,,,,,,,,,,,,,
亞馬遜,亚马逊,Ya4 ma3 xun4],Amazon,,,,,,,,,,,,,,,,,
亞馬遜河,亚马逊河,Ya4 ma3 xun4 He2],Amazon River,,,,,,,,,,,,,,,,,
亞麻,亚麻,ya4 ma2],flax,,,,,,,,,,,,,,,,,
亞麻子油,亚麻子油,ya4 ma2 zi3 you2],linseed oil,,,,,,,,,,,,,,,,,
亞麻布,亚麻布,ya4 ma2 bu4],linen,,,,,,,,,,,,,,,,,
